listing_id,bedrooms,bathrooms,accommodates,room_type,neighborhood,description,price
listing2012,2,3,5,Entire home/apt,Suburb,A bit dated but functional. easy check-in process. no frills stay. shared bathroom down the hall. great for a short stay.,165.46
listing2013,2,3,3,Entire home/apt,Uptown,Quiet street. walk to great restaurants. close to public transit. spacious and bright.,237.39
listing2014,3,1,4,Entire home/apt,Uptown,Great for a short stay. convenient location. reliable wifi.,214.83
listing2015,5,3,6,Entire home/apt,Downtown,Recently renovated. great for a short stay. walk to great restaurants. modern finishes throughout.,326.01
listing2016,2,3,3,Entire home/apt,Waterfront,"Thin walls, budget option. shared bathroom down the hall. easy check-in process. parking available nearby.",208.25
listing2017,3,2,4,Private room,Waterfront,High-end appliances. great for a short stay. responsive host. spacious and bright.,241.1
listing2018,1,1,2,Shared room,Downtown,No frills stay. quiet street. shared bathroom down the hall. easy check-in process. basic amenities.,74.05
listing2019,1,3,3,Entire home/apt,Waterfront,Easy check-in process. basic amenities. no frills stay. responsive host. a bit dated but functional.,177.21
listing2020,1,2,2,Shared room,Waterfront,Reliable wifi. great for a short stay. convenient location. well maintained. close to public transit.,131.22
listing2021,1,1,2,Private room,Uptown,Responsive host. quiet street. no frills stay. basic amenities. shared bathroom down the hall.,75.91
listing2022,5,1,11,Private room,Downtown,Well maintained. easy check-in process. comfortable and clean. quiet street.,227.49
listing2023,5,2,6,Private room,Uptown,A bit dated but functional. responsive host. no frills stay. basic amenities.,182.96
listing2024,5,1,6,Private room,Downtown,Basic amenities. shared bathroom down the hall. easy check-in process. parking available nearby.,181.99
listing2025,1,1,2,Private room,Downtown,Easy check-in process. walk to great restaurants. recently renovated. modern finishes throughout.,152.01
listing2026,1,2,2,Entire home/apt,Uptown,Basic amenities. no frills stay. parking available nearby.,173.17
listing2027,2,3,3,Entire home/apt,Downtown,Close to public transit. modern finishes throughout. spacious and bright. responsive host.,272.79
listing2028,3,1,7,Entire home/apt,Downtown,Great for a short stay. walk to great restaurants. spacious and bright.,286.02
listing2029,2,2,3,Entire home/apt,Waterfront,Basic amenities. easy check-in process. a bit dated but functional.,198.14
listing2030,3,3,7,Private room,Uptown,Close to public transit. high-end appliances. walk to great restaurants.,236.16
listing2031,1,3,3,Entire home/apt,Suburb,Well maintained. convenient location. easy check-in process. standard kitchen and bath.,163.7
listing2032,4,3,5,Entire home/apt,Suburb,Comfortable and clean. well maintained. close to public transit.,213.46
listing2033,2,1,3,Entire home/apt,Waterfront,"Thin walls, budget option. close to public transit. shared bathroom down the hall.",184.86
listing2034,1,3,2,Entire home/apt,Suburb,Walk to great restaurants. responsive host. recently renovated. high-end appliances.,221.92
listing2035,4,3,5,Private room,Suburb,Reliable wifi. great for a short stay. close to public transit. convenient location.,176.99
listing2036,5,1,11,Private room,Uptown,Comfortable and clean. well maintained. easy check-in process. parking available nearby. standard kitchen and bath.,210.94
listing2037,1,2,3,Entire home/apt,Waterfront,Stunning skyline view. marble bathroom and premium linens. quiet street. easy check-in process. designer furnished.,321.48
listing2038,3,2,4,Entire home/apt,Downtown,Responsive host. convenient location. easy check-in process. standard kitchen and bath.,253.98
listing2039,5,2,6,Entire home/apt,Waterfront,High-end appliances. recently renovated. great for a short stay.,335.8
listing2040,4,1,5,Entire home/apt,Uptown,Parking available nearby. walk to great restaurants. modern finishes throughout.,275.01
listing2041,5,3,11,Private room,Downtown,Private rooftop access. five-star concierge service. great for a short stay.,347.95
listing2042,3,3,7,Private room,Downtown,Marble bathroom and premium linens. easy check-in process. great for a short stay. five-star concierge service.,282.02
listing2043,2,2,3,Entire home/apt,Suburb,Private rooftop access. great for a short stay. designer furnished. marble bathroom and premium linens. responsive host.,268.05
listing2044,4,3,5,Entire home/apt,Uptown,"Basic amenities. thin walls, budget option. quiet street. a bit dated but functional.",230.7
listing2045,1,2,2,Shared room,Downtown,Responsive host. high-end appliances. easy check-in process. modern finishes throughout. walk to great restaurants.,130.76
listing2046,2,3,3,Private room,Downtown,Parking available nearby. responsive host. modern finishes throughout. walk to great restaurants.,205.73
listing2047,4,2,5,Entire home/apt,Uptown,Convenient location. standard kitchen and bath. comfortable and clean. great for a short stay.,243.36
listing2048,4,2,5,Entire home/apt,Suburb,Standard kitchen and bath. convenient location. well maintained. easy check-in process.,234.34
listing2049,1,1,2,Entire home/apt,Suburb,Parking available nearby. stunning skyline view. designer furnished.,213.87
listing2050,3,2,4,Shared room,Uptown,"Thin walls, budget option. basic amenities. parking available nearby. close to public transit.",100.42
listing2051,2,1,3,Entire home/apt,Downtown,Comfortable and clean. reliable wifi. convenient location. great for a short stay. close to public transit.,207.22
listing2052,3,1,7,Entire home/apt,Downtown,Convenient location. comfortable and clean. quiet street.,258.52
listing2053,5,1,11,Shared room,Uptown,Parking available nearby. no frills stay. basic amenities.,158.48
listing2054,1,3,2,Private room,Suburb,Walk to great restaurants. parking available nearby. quiet street. spacious and bright. high-end appliances.,162.55
listing2055,5,1,6,Entire home/apt,Waterfront,Parking available nearby. close to public transit. shared bathroom down the hall. basic amenities.,266.95
listing2056,3,3,7,Entire home/apt,Uptown,Modern finishes throughout. great for a short stay. walk to great restaurants. close to public transit. spacious and bright.,282.08
listing2057,4,3,9,Entire home/apt,Waterfront,Spacious and bright. easy check-in process. recently renovated. great for a short stay.,345.88
listing2058,3,1,4,Private room,Uptown,Standard kitchen and bath. responsive host. convenient location. well maintained. close to public transit.,145.75
listing2059,2,2,5,Entire home/apt,Waterfront,Spacious and bright. parking available nearby. recently renovated. walk to great restaurants.,291.31
listing2060,4,2,5,Shared room,Uptown,"Thin walls, budget option. shared bathroom down the hall. quiet street.",111.01
listing2061,4,2,5,Shared room,Waterfront,Walk to great restaurants. parking available nearby. recently renovated.,217.12
listing2062,1,3,3,Entire home/apt,Uptown,Responsive host. private rooftop access. five-star concierge service. quiet street.,290.47
listing2063,4,2,9,Private room,Suburb,"Great for a short stay. shared bathroom down the hall. quiet street. thin walls, budget option.",157.71
listing2064,4,2,9,Entire home/apt,Uptown,Recently renovated. responsive host. high-end appliances.,276.58
listing2065,2,2,3,Entire home/apt,Downtown,Well maintained. convenient location. parking available nearby. standard kitchen and bath.,239.49
listing2066,5,3,11,Private room,Downtown,Standard kitchen and bath. reliable wifi. easy check-in process. quiet street. comfortable and clean.,252.32
listing2067,4,2,5,Entire home/apt,Uptown,Easy check-in process. spacious and bright. recently renovated. parking available nearby. walk to great restaurants.,264.39
listing2068,2,2,5,Entire home/apt,Uptown,Standard kitchen and bath. comfortable and clean. responsive host. convenient location. great for a short stay.,174.98
listing2069,1,3,2,Entire home/apt,Waterfront,Easy check-in process. reliable wifi. responsive host. well maintained. comfortable and clean.,202.65
listing2070,4,3,5,Entire home/apt,Waterfront,Quiet street. a bit dated but functional. parking available nearby. shared bathroom down the hall.,256.76
listing2071,2,3,5,Entire home/apt,Downtown,Reliable wifi. responsive host. comfortable and clean. well maintained.,240.21
listing2072,4,3,9,Private room,Waterfront,Spacious and bright. easy check-in process. high-end appliances. responsive host. recently renovated.,285.6
listing2073,3,2,7,Private room,Waterfront,"Thin walls, budget option. responsive host. no frills stay.",165.41
listing2074,3,3,4,Private room,Uptown,Reliable wifi. parking available nearby. standard kitchen and bath. comfortable and clean.,156.7
listing2075,1,1,2,Private room,Uptown,Basic amenities. quiet street. shared bathroom down the hall. close to public transit.,71.04
listing2076,4,1,9,Entire home/apt,Downtown,Great for a short stay. recently renovated. high-end appliances.,313.4
listing2077,1,2,3,Private room,Uptown,Convenient location. great for a short stay. reliable wifi. easy check-in process.,122.77
listing2078,3,3,4,Entire home/apt,Suburb,Parking available nearby. comfortable and clean. easy check-in process. standard kitchen and bath. well maintained.,200.53
listing2079,5,2,11,Entire home/apt,Suburb,Basic amenities. responsive host. quiet street. shared bathroom down the hall. a bit dated but functional.,244.82
listing2080,5,2,11,Shared room,Waterfront,Easy check-in process. responsive host. convenient location. standard kitchen and bath.,221.54
listing2081,5,2,6,Entire home/apt,Downtown,Designer furnished. stunning skyline view. responsive host.,368.56
listing2082,5,1,11,Entire home/apt,Waterfront,Well maintained. comfortable and clean. convenient location. parking available nearby. great for a short stay.,302.49
listing2083,3,2,7,Entire home/apt,Waterfront,Parking available nearby. convenient location. reliable wifi. standard kitchen and bath.,279.9
listing2084,2,2,5,Entire home/apt,Uptown,Modern finishes throughout. walk to great restaurants. quiet street. responsive host. recently renovated.,249.41
listing2085,5,2,11,Entire home/apt,Suburb,Well maintained. convenient location. standard kitchen and bath. parking available nearby.,255.67
listing2086,5,2,6,Entire home/apt,Downtown,Easy check-in process. reliable wifi. parking available nearby. convenient location.,300.11
listing2087,5,1,11,Private room,Downtown,Comfortable and clean. close to public transit. convenient location.,259.71
listing2088,4,3,9,Entire home/apt,Downtown,"No frills stay. thin walls, budget option. quiet street. a bit dated but functional. parking available nearby.",265.52
listing2089,1,2,3,Entire home/apt,Downtown,Parking available nearby. walk to great restaurants. high-end appliances. close to public transit.,259.81
listing2090,3,1,7,Entire home/apt,Suburb,Modern finishes throughout. high-end appliances. great for a short stay. responsive host.,254.43
listing2091,3,2,4,Private room,Uptown,Five-star concierge service. stunning skyline view. responsive host. great for a short stay.,242.73
listing2092,5,2,6,Entire home/apt,Downtown,Walk to great restaurants. parking available nearby. recently renovated. spacious and bright.,329.32
listing2093,2,1,3,Entire home/apt,Uptown,Reliable wifi. convenient location. easy check-in process. standard kitchen and bath.,177.61
listing2094,2,1,5,Entire home/apt,Uptown,Convenient location. standard kitchen and bath. reliable wifi. great for a short stay. responsive host.,198.54
